day,month,year,open,high,low,close,time,volume,number_of_trades,city,latitude,longitude,avg_temp,country,weather_status
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Boulogne-sur-Mer,50.7167,1.6167,2.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Buenos Aires,-34.6132,-58.3772,20.57,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,José María Ezeiza,-34.8479,-58.5287,19.96,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Martinez,38.0194,-122.134,19.39,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Morón,-34.6534,-58.6198,20.39,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Pilar,-9.5972,-35.9567,24.0,CA,Rain
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Quilmes,-34.7242,-58.2527,20.04,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,San Isidro,-12.1167,-77.05,20.11,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,San Justo,-30.7891,-60.5919,20.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Tigre,-34.426,-58.5796,20.32,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Tortuguitas,-34.4697,-58.7592,20.43,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Vicente López,-34.5295,-58.4737,20.36,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Caba,16.4316,120.345,27.34,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Mendoza,-32.8908,-68.8272,23.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Rosario,-32.9468,-60.6393,20.86,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santa Fe,-31.6333,-60.7,22.34,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Córdoba,-31.4135,-64.1811,20.27,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Vösendorf,48.1211,16.3404,3.76,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Salzburg,47.7994,13.044,0.4,CA,Rain
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Schwechat,48.1333,16.4667,3.71,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Vienna,48.2085,16.3721,3.76,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Manly,-33.798,151.288,19.42,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Parramatta,-33.8178,151.003,13.19,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Parramatta,-33.8178,151.003,18.96,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Sydney,-33.8679,151.207,18.48,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Westmead,-33.8038,150.988,18.94,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Brisbane,-27.4679,153.028,20.27,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Broadbeach,-28.0278,153.433,22.54,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Chermside,-27.3863,153.031,20.42,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Gold Coast,-28.0,153.433,22.2,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Surfers Paradise,-28.0027,153.43,22.2,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Baku,40.3777,49.892,12.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Brussels,50.8504,4.3488,5.26,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Melbourne,28.0836,-80.6081,24.76,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Baku,40.3777,49.892,9.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Leuven,50.8796,4.7009,5.49,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Brussels,50.8504,4.3488,2.81,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Antwerp,51.2199,4.4035,4.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Namur,50.4669,4.8675,3.83,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Ghent,51.05,3.7167,3.36,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Leuven,50.8796,4.7009,2.34,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santa Cruz de la Sierra,-17.8,-63.1667,31.38,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Zaventem,50.8837,4.473,2.52,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Liège,50.6337,5.5675,2.56,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Namur,50.4669,4.8675,2.79,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Sofia,42.6975,23.3242,2.57,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Brunei Town,4.9403,114.948,25.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Ribeirão Preto,-21.1775,-47.8103,31.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santo André,-23.6639,-46.5383,19.95,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santa Cruz de la Sierra,-17.8,-63.1667,25.26,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Niterói,-22.8833,-43.1036,24.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Rio de Janeiro,-22.9028,-43.2075,24.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Barueri,-23.5106,-46.8761,18.05,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Bauru,-22.3147,-49.0606,21.52,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Campinas,-22.9056,-47.0608,21.34,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Ribeirão Preto,-21.1775,-47.8103,26.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santo André,-23.6639,-46.5383,17.94,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Santos,-23.9608,-46.3336,25.56,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Camrose,53.0168,-112.835,12.22,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Canmore,51.0834,-115.352,11.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,São José do Rio Preto,-20.8197,-49.3794,27.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,São Paulo,-23.5475,-46.6361,18.16,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Sorocaba,-23.5017,-47.4581,21.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Airdrie,55.866,-3.9803,4.6,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Banff,51.1762,-115.57,11.47,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Beaumont,30.0861,-94.1019,19.68,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Brooks,50.5834,-111.885,10.85,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Calgary,51.0501,-114.085,12.03,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Camrose,53.0168,-112.835,13.33,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Canmore,51.0834,-115.352,10.97,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Chestermere,51.0334,-113.819,12.19,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Cochrane,51.1834,-114.469,13.04,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Edmonton,53.5501,-113.469,15.16,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Fort McMurray,56.7268,-111.381,15.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Fort Saskatchewan,53.7168,-113.219,15.3,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Grand Prairie,32.746,-96.9978,20.78,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Grande Prairie,55.1667,-118.803,15.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Hinton,53.4001,-117.586,16.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Leduc,53.2668,-113.552,14.07,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Lethbridge,49.7,-112.819,9.88,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Lloydminster,53.2835,-110.002,11.0,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Medicine Hat,50.0501,-110.668,11.08,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Okotoks,50.7289,-113.983,12.23,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Red Deer,52.2668,-113.802,14.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Rocky View,51.1834,-113.935,11.78,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Sherwood Park,53.5168,-113.319,15.05,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Spruce Grove,53.5334,-113.919,15.32,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,St. Albert,53.6334,-113.635,15.27,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Stony Plain,53.5334,-114.002,15.0,CA,Clear
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Strathmore,51.0501,-113.385,11.28,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Wetaskiwin,52.9668,-113.369,13.74,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Abbotsford,49.058,-122.253,22.54,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Aldergrove,49.058,-122.471,19.6,CA,Clouds
27,4,2021,115.94,116.11,115.93,116.08,09:32 AM,854.0,10.0,Burnaby,49.2664,-122.953,18.12,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Andorra la Vella,42.5045,1.4941,4.97,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Abu Dhabi,24.4667,54.3667,28.57,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Al Ain,24.1917,55.7606,30.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Dubai,25.2582,55.3047,30.17,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Fujairah,25.1164,56.3414,30.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Avellaneda,-29.1176,-59.6583,22.07,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Boulogne-sur-Mer,50.7167,1.6167,2.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Buenos Aires,-34.6132,-58.3772,20.57,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,José María Ezeiza,-34.8479,-58.5287,19.96,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Martinez,38.0194,-122.134,19.39,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Morón,-34.6534,-58.6198,20.39,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Pilar,-9.5972,-35.9567,24.0,CA,Rain
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Quilmes,-34.7242,-58.2527,20.04,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,San Isidro,-12.1167,-77.05,20.11,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,San Justo,-30.7891,-60.5919,20.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Tigre,-34.426,-58.5796,20.32,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Tortuguitas,-34.4697,-58.7592,20.43,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Vicente López,-34.5295,-58.4737,20.36,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Caba,16.4316,120.345,27.34,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Mendoza,-32.8908,-68.8272,23.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Rosario,-32.9468,-60.6393,20.86,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santa Fe,-31.6333,-60.7,22.34,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Córdoba,-31.4135,-64.1811,20.27,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Vösendorf,48.1211,16.3404,3.76,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Salzburg,47.7994,13.044,0.4,CA,Rain
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Schwechat,48.1333,16.4667,3.71,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Vienna,48.2085,16.3721,3.76,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Manly,-33.798,151.288,19.42,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Parramatta,-33.8178,151.003,13.19,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Parramatta,-33.8178,151.003,18.96,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Sydney,-33.8679,151.207,18.48,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Westmead,-33.8038,150.988,18.94,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Brisbane,-27.4679,153.028,20.27,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Broadbeach,-28.0278,153.433,22.54,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Chermside,-27.3863,153.031,20.42,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Gold Coast,-28.0,153.433,22.2,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Surfers Paradise,-28.0027,153.43,22.2,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Baku,40.3777,49.892,12.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Brussels,50.8504,4.3488,5.26,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Melbourne,28.0836,-80.6081,24.76,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Baku,40.3777,49.892,9.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Leuven,50.8796,4.7009,5.49,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Brussels,50.8504,4.3488,2.81,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Antwerp,51.2199,4.4035,4.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Namur,50.4669,4.8675,3.83,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Ghent,51.05,3.7167,3.36,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Leuven,50.8796,4.7009,2.34,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santa Cruz de la Sierra,-17.8,-63.1667,31.38,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Zaventem,50.8837,4.473,2.52,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Liège,50.6337,5.5675,2.56,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Namur,50.4669,4.8675,2.79,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Sofia,42.6975,23.3242,2.57,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Brunei Town,4.9403,114.948,25.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Ribeirão Preto,-21.1775,-47.8103,31.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santo André,-23.6639,-46.5383,19.95,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santa Cruz de la Sierra,-17.8,-63.1667,25.26,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Niterói,-22.8833,-43.1036,24.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Rio de Janeiro,-22.9028,-43.2075,24.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Barueri,-23.5106,-46.8761,18.05,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Bauru,-22.3147,-49.0606,21.52,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Campinas,-22.9056,-47.0608,21.34,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Ribeirão Preto,-21.1775,-47.8103,26.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santo André,-23.6639,-46.5383,17.94,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Santos,-23.9608,-46.3336,25.56,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Camrose,53.0168,-112.835,12.22,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Canmore,51.0834,-115.352,11.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,São José do Rio Preto,-20.8197,-49.3794,27.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,São Paulo,-23.5475,-46.6361,18.16,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Sorocaba,-23.5017,-47.4581,21.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Airdrie,55.866,-3.9803,4.6,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Banff,51.1762,-115.57,11.47,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Beaumont,30.0861,-94.1019,19.68,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Brooks,50.5834,-111.885,10.85,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Calgary,51.0501,-114.085,12.03,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Camrose,53.0168,-112.835,13.33,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Canmore,51.0834,-115.352,10.97,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Chestermere,51.0334,-113.819,12.19,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Cochrane,51.1834,-114.469,13.04,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Edmonton,53.5501,-113.469,15.16,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Fort McMurray,56.7268,-111.381,15.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Fort Saskatchewan,53.7168,-113.219,15.3,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Grand Prairie,32.746,-96.9978,20.78,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Grande Prairie,55.1667,-118.803,15.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Hinton,53.4001,-117.586,16.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Leduc,53.2668,-113.552,14.07,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Lethbridge,49.7,-112.819,9.88,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Lloydminster,53.2835,-110.002,11.0,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Medicine Hat,50.0501,-110.668,11.08,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Okotoks,50.7289,-113.983,12.23,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Red Deer,52.2668,-113.802,14.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Rocky View,51.1834,-113.935,11.78,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Sherwood Park,53.5168,-113.319,15.05,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Spruce Grove,53.5334,-113.919,15.32,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,St. Albert,53.6334,-113.635,15.27,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Stony Plain,53.5334,-114.002,15.0,CA,Clear
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Strathmore,51.0501,-113.385,11.28,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Wetaskiwin,52.9668,-113.369,13.74,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Abbotsford,49.058,-122.253,22.54,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Aldergrove,49.058,-122.471,19.6,CA,Clouds
27,4,2021,115.97,116.05,115.84,115.85,09:33 AM,1029.0,11.0,Burnaby,49.2664,-122.953,18.12,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Andorra la Vella,42.5045,1.4941,4.97,CA,Clouds
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Abu Dhabi,24.4667,54.3667,28.57,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Al Ain,24.1917,55.7606,30.0,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Dubai,25.2582,55.3047,30.17,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Fujairah,25.1164,56.3414,30.0,CA,Clouds
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Avellaneda,-29.1176,-59.6583,22.07,CA,Clouds
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Boulogne-sur-Mer,50.7167,1.6167,2.0,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Buenos Aires,-34.6132,-58.3772,20.57,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,José María Ezeiza,-34.8479,-58.5287,19.96,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Martinez,38.0194,-122.134,19.39,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Morón,-34.6534,-58.6198,20.39,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Pilar,-9.5972,-35.9567,24.0,CA,Rain
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,Quilmes,-34.7242,-58.2527,20.04,CA,Clear
27,4,2021,115.79,115.79,115.685,115.73,09:34 AM,719.0,6.0,San Isidro,-12.1167,-77.05,20.11,CA,Clear
